,1a. open (USD),1b. open (USD),2a. high (USD),2b. high (USD),3a. low (USD),3b. low (USD),4a. close (USD),4b. close (USD),5. volume,6. market cap (USD)
2020-08-30,0.16640000,0.16640000,0.16660000,0.16660000,0.16030000,0.16030000,0.16330000,0.16330000,790042.02000000,790042.02000000
2020-08-29,0.15140000,0.15140000,0.18310000,0.18310000,0.14800000,0.14800000,0.16670000,0.16670000,12423599.19000000,12423599.19000000
2020-08-28,0.13930000,0.13930000,0.15720000,0.15720000,0.13840000,0.13840000,0.15130000,0.15130000,4278293.30000000,4278293.30000000
2020-08-27,0.14740000,0.14740000,0.14830000,0.14830000,0.13430000,0.13430000,0.13930000,0.13930000,4382202.29000000,4382202.29000000
2020-08-26,0.15860000,0.15860000,0.15980000,0.15980000,0.14670000,0.14670000,0.14740000,0.14740000,9847710.75000000,9847710.75000000
2020-08-25,0.14800000,0.14800000,0.15880000,0.15880000,0.14140000,0.14140000,0.15860000,0.15860000,5438318.84000000,5438318.84000000
2020-08-24,0.14420000,0.14420000,0.15250000,0.15250000,0.14100000,0.14100000,0.14790000,0.14790000,4136487.65000000,4136487.65000000
2020-08-23,0.13930000,0.13930000,0.14880000,0.14880000,0.13080000,0.13080000,0.14430000,0.14430000,7417238.37000000,7417238.37000000
2020-08-22,0.13550000,0.13550000,0.14000000,0.14000000,0.12690000,0.12690000,0.13970000,0.13970000,2397882.24000000,2397882.24000000
2020-08-21,0.13940000,0.13940000,0.15000000,0.15000000,0.13540000,0.13540000,0.13540000,0.13540000,4839846.31000000,4839846.31000000
2020-08-20,0.13360000,0.13360000,0.14000000,0.14000000,0.12940000,0.12940000,0.13960000,0.13960000,2045151.72000000,2045151.72000000
2020-08-19,0.15110000,0.15110000,0.15150000,0.15150000,0.12830000,0.12830000,0.13340000,0.13340000,5413209.33000000,5413209.33000000
2020-08-18,0.14440000,0.14440000,0.15630000,0.15630000,0.13950000,0.13950000,0.15040000,0.15040000,6384118.06000000,6384118.06000000
2020-08-17,0.13770000,0.13770000,0.15000000,0.15000000,0.13230000,0.13230000,0.14460000,0.14460000,4350548.44000000,4350548.44000000
2020-08-16,0.13790000,0.13790000,0.13860000,0.13860000,0.13180000,0.13180000,0.13730000,0.13730000,1737923.72000000,1737923.72000000
2020-08-15,0.13620000,0.13620000,0.14180000,0.14180000,0.13550000,0.13550000,0.13790000,0.13790000,2614223.10000000,2614223.10000000
2020-08-14,0.14080000,0.14080000,0.14380000,0.14380000,0.13550000,0.13550000,0.13640000,0.13640000,4321801.45000000,4321801.45000000
2020-08-13,0.14500000,0.14500000,0.15090000,0.15090000,0.13500000,0.13500000,0.14020000,0.14020000,6107937.92000000,6107937.92000000
2020-08-12,0.13580000,0.13580000,0.14840000,0.14840000,0.13470000,0.13470000,0.14470000,0.14470000,5270480.80000000,5270480.80000000
2020-08-11,0.13230000,0.13230000,0.15240000,0.15240000,0.13100000,0.13100000,0.13580000,0.13580000,9584387.39000000,9584387.39000000
2020-08-10,0.13630000,0.13630000,0.13810000,0.13810000,0.12930000,0.12930000,0.13220000,0.13220000,5637456.52000000,5637456.52000000
2020-08-09,0.12360000,0.12360000,0.14100000,0.14100000,0.12210000,0.12210000,0.13620000,0.13620000,10597150.69000000,10597150.69000000
2020-08-08,0.12050000,0.12050000,0.12920000,0.12920000,0.12000000,0.12000000,0.12310000,0.12310000,10138315.86000000,10138315.86000000
2020-08-07,0.11470000,0.11470000,0.12500000,0.12500000,0.11320000,0.11320000,0.12050000,0.12050000,5243712.56000000,5243712.56000000
2020-08-06,0.11480000,0.11480000,0.11770000,0.11770000,0.11270000,0.11270000,0.11530000,0.11530000,1328677.28000000,1328677.28000000
2020-08-05,0.11270000,0.11270000,0.11630000,0.11630000,0.10970000,0.10970000,0.11470000,0.11470000,2619259.47000000,2619259.47000000
2020-08-04,0.10810000,0.10810000,0.11370000,0.11370000,0.10770000,0.10770000,0.11190000,0.11190000,1624459.98000000,1624459.98000000
2020-08-03,0.10650000,0.10650000,0.11000000,0.11000000,0.10520000,0.10520000,0.10750000,0.10750000,836035.97000000,836035.97000000
2020-08-02,0.11420000,0.11420000,0.11480000,0.11480000,0.10020000,0.10020000,0.10660000,0.10660000,2508206.73000000,2508206.73000000
2020-08-01,0.11420000,0.11420000,0.11730000,0.11730000,0.11300000,0.11300000,0.11410000,0.11410000,967631.72000000,967631.72000000
2020-07-31,0.11960000,0.11960000,0.11990000,0.11990000,0.11190000,0.11190000,0.11420000,0.11420000,1987589.48000000,1987589.48000000
2020-07-30,0.11880000,0.11880000,0.12500000,0.12500000,0.11710000,0.11710000,0.11960000,0.11960000,3485418.81000000,3485418.81000000
2020-07-29,0.11190000,0.11190000,0.12970000,0.12970000,0.11180000,0.11180000,0.11880000,0.11880000,5875144.90000000,5875144.90000000
2020-07-28,0.10760000,0.10760000,0.11420000,0.11420000,0.10530000,0.10530000,0.11180000,0.11180000,1395758.49000000,1395758.49000000
2020-07-27,0.11690000,0.11690000,0.11760000,0.11760000,0.10430000,0.10430000,0.10680000,0.10680000,3224290.57000000,3224290.57000000
2020-07-26,0.12150000,0.12150000,0.12360000,0.12360000,0.11580000,0.11580000,0.11680000,0.11680000,2006244.78000000,2006244.78000000
2020-07-25,0.12800000,0.12800000,0.13040000,0.13040000,0.12140000,0.12140000,0.12190000,0.12190000,2272012.12000000,2272012.12000000
2020-07-24,0.12480000,0.12480000,0.13130000,0.13130000,0.12250000,0.12250000,0.12790000,0.12790000,2682128.38000000,2682128.38000000
2020-07-23,0.13030000,0.13030000,0.13220000,0.13220000,0.12350000,0.12350000,0.12490000,0.12490000,1900593.98000000,1900593.98000000
2020-07-22,0.13450000,0.13450000,0.13520000,0.13520000,0.12660000,0.12660000,0.13030000,0.13030000,3681084.66000000,3681084.66000000
2020-07-21,0.12350000,0.12350000,0.14050000,0.14050000,0.12220000,0.12220000,0.13450000,0.13450000,5600439.28000000,5600439.28000000
2020-07-20,0.11980000,0.11980000,0.13790000,0.13790000,0.11450000,0.11450000,0.12430000,0.12430000,6157755.05000000,6157755.05000000
2020-07-19,0.11450000,0.11450000,0.12200000,0.12200000,0.11380000,0.11380000,0.11950000,0.11950000,2046237.32000000,2046237.32000000
2020-07-18,0.11350000,0.11350000,0.11620000,0.11620000,0.11250000,0.11250000,0.11450000,0.11450000,626355.11000000,626355.11000000
2020-07-17,0.11150000,0.11150000,0.11500000,0.11500000,0.11070000,0.11070000,0.11340000,0.11340000,1198541.08000000,1198541.08000000
2020-07-16,0.11410000,0.11410000,0.11460000,0.11460000,0.10730000,0.10730000,0.11170000,0.11170000,1546634.66000000,1546634.66000000
2020-07-15,0.11780000,0.11780000,0.11830000,0.11830000,0.11350000,0.11350000,0.11400000,0.11400000,841171.97000000,841171.97000000
2020-07-14,0.11470000,0.11470000,0.12000000,0.12000000,0.11140000,0.11140000,0.11730000,0.11730000,1405662.10000000,1405662.10000000
2020-07-13,0.11750000,0.11750000,0.11960000,0.11960000,0.11260000,0.11260000,0.11450000,0.11450000,1609796.92000000,1609796.92000000
2020-07-12,0.11810000,0.11810000,0.12300000,0.12300000,0.11500000,0.11500000,0.11740000,0.11740000,1703419.54000000,1703419.54000000
2020-07-11,0.12150000,0.12150000,0.12640000,0.12640000,0.11020000,0.11020000,0.11780000,0.11780000,4258620.71000000,4258620.71000000
2020-07-10,0.11070000,0.11070000,0.13800000,0.13800000,0.10950000,0.10950000,0.12160000,0.12160000,9020354.93000000,9020354.93000000
2020-07-09,0.11370000,0.11370000,0.11400000,0.11400000,0.10950000,0.10950000,0.11050000,0.11050000,1218247.10000000,1218247.10000000
2020-07-08,0.11380000,0.11380000,0.11570000,0.11570000,0.11080000,0.11080000,0.11360000,0.11360000,1673509.48000000,1673509.48000000
2020-07-07,0.11270000,0.11270000,0.12490000,0.12490000,0.11070000,0.11070000,0.11380000,0.11380000,2663703.90000000,2663703.90000000
2020-07-06,0.10530000,0.10530000,0.11540000,0.11540000,0.10480000,0.10480000,0.11290000,0.11290000,1924532.73000000,1924532.73000000
2020-07-05,0.10820000,0.10820000,0.10820000,0.10820000,0.10370000,0.10370000,0.10550000,0.10550000,1040886.11000000,1040886.11000000
2020-07-04,0.10420000,0.10420000,0.11290000,0.11290000,0.10390000,0.10390000,0.10830000,0.10830000,1257679.56000000,1257679.56000000
2020-07-03,0.10250000,0.10250000,0.10690000,0.10690000,0.10190000,0.10190000,0.10430000,0.10430000,1199862.94000000,1199862.94000000
2020-07-02,0.10530000,0.10530000,0.10630000,0.10630000,0.09940000,0.09940000,0.10220000,0.10220000,2259680.79000000,2259680.79000000
2020-07-01,0.10690000,0.10690000,0.10870000,0.10870000,0.10450000,0.10450000,0.10550000,0.10550000,1665626.77000000,1665626.77000000
2020-06-30,0.10680000,0.10680000,0.11000000,0.11000000,0.10590000,0.10590000,0.10710000,0.10710000,3032256.25000000,3032256.25000000
2020-06-29,0.11090000,0.11090000,0.11260000,0.11260000,0.10510000,0.10510000,0.10690000,0.10690000,3553982.42000000,3553982.42000000
2020-06-28,0.10940000,0.10940000,0.11500000,0.11500000,0.10730000,0.10730000,0.11110000,0.11110000,5831102.61000000,5831102.61000000
2020-06-27,0.12470000,0.12470000,0.14370000,0.14370000,0.10810000,0.10810000,0.10890000,0.10890000,30400008.39000000,30400008.39000000
2020-06-26,0.10420000,0.10420000,0.12900000,0.12900000,0.10340000,0.10340000,0.12470000,0.12470000,10043335.56000000,10043335.56000000
2020-06-25,0.10330000,0.10330000,0.10520000,0.10520000,0.09840000,0.09840000,0.10440000,0.10440000,1232366.81000000,1232366.81000000
2020-06-24,0.10840000,0.10840000,0.11010000,0.11010000,0.10030000,0.10030000,0.10340000,0.10340000,1769502.19000000,1769502.19000000
2020-06-23,0.10430000,0.10430000,0.11400000,0.11400000,0.10280000,0.10280000,0.10850000,0.10850000,3508716.72000000,3508716.72000000
2020-06-22,0.10100000,0.10100000,0.10550000,0.10550000,0.10100000,0.10100000,0.10420000,0.10420000,945122.37000000,945122.37000000
2020-06-21,0.10390000,0.10390000,0.10420000,0.10420000,0.10100000,0.10100000,0.10150000,0.10150000,917216.12000000,917216.12000000
2020-06-20,0.10040000,0.10040000,0.10600000,0.10600000,0.09980000,0.09980000,0.10390000,0.10390000,1314954.19000000,1314954.19000000
2020-06-19,0.10540000,0.10540000,0.10540000,0.10540000,0.09980000,0.09980000,0.10040000,0.10040000,806631.78000000,806631.78000000
2020-06-18,0.10670000,0.10670000,0.10760000,0.10760000,0.10390000,0.10390000,0.10540000,0.10540000,679155.43000000,679155.43000000
2020-06-17,0.10420000,0.10420000,0.10720000,0.10720000,0.10230000,0.10230000,0.10680000,0.10680000,1211196.83000000,1211196.83000000
2020-06-16,0.10210000,0.10210000,0.10490000,0.10490000,0.10110000,0.10110000,0.10420000,0.10420000,1008547.44000000,1008547.44000000
2020-06-15,0.10370000,0.10370000,0.10410000,0.10410000,0.09230000,0.09230000,0.10210000,0.10210000,1879471.20000000,1879471.20000000
2020-06-14,0.10440000,0.10440000,0.10790000,0.10790000,0.10270000,0.10270000,0.10370000,0.10370000,3020691.69000000,3020691.69000000
2020-06-13,0.10580000,0.10580000,0.10700000,0.10700000,0.10400000,0.10400000,0.10430000,0.10430000,1293257.56000000,1293257.56000000
2020-06-12,0.09790000,0.09790000,0.10690000,0.10690000,0.09750000,0.09750000,0.10620000,0.10620000,2256516.45000000,2256516.45000000
2020-06-11,0.11600000,0.11600000,0.11890000,0.11890000,0.09730000,0.09730000,0.09840000,0.09840000,2675180.14000000,2675180.14000000
2020-06-10,0.11950000,0.11950000,0.12290000,0.12290000,0.11300000,0.11300000,0.11590000,0.11590000,1978644.59000000,1978644.59000000
2020-06-09,0.11510000,0.11510000,0.12110000,0.12110000,0.11360000,0.11360000,0.12030000,0.12030000,1493459.32000000,1493459.32000000
2020-06-08,0.11680000,0.11680000,0.11930000,0.11930000,0.11460000,0.11460000,0.11520000,0.11520000,1921271.42000000,1921271.42000000
2020-06-07,0.11140000,0.11140000,0.11840000,0.11840000,0.11050000,0.11050000,0.11680000,0.11680000,3570593.83000000,3570593.83000000
2020-06-06,0.10750000,0.10750000,0.12040000,0.12040000,0.10710000,0.10710000,0.11140000,0.11140000,3796580.78000000,3796580.78000000
2020-06-05,0.11050000,0.11050000,0.11240000,0.11240000,0.10760000,0.10760000,0.10790000,0.10790000,1860591.47000000,1860591.47000000
2020-06-04,0.11980000,0.11980000,0.12060000,0.12060000,0.10960000,0.10960000,0.11050000,0.11050000,8113242.98000000,8113242.98000000
2020-06-03,0.10490000,0.10490000,0.33000000,0.33000000,0.10280000,0.10280000,0.11960000,0.11960000,16542669.79000000,16542669.79000000
